PID  PPID STARTED                           TIME COMM
13009     1 Fri Sep 18 22:07:05 2026       0:00.16 /System/Library/PrivateFrameworks/MediaConversionService.framework/Versions/A/XPCServices/com.apple.photos.ImageConversionService.xpc/Contents/MacOS/com.apple.photos.ImageConversionService
13010     1 Fri Sep 18 22:07:05 2026       0:00.16 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesAirlockService.xpc/Contents/MacOS/MessagesAirlockService
15498     1 Fri Sep 18 22:29:27 2026       0:00.24 /System/Library/PrivateFrameworks/GeoAnalytics.framework/geoanalyticsd
15499     1 Fri Sep 18 22:29:27 2026       0:01.20 /usr/libexec/filevaultd
15500     1 Fri Sep 18 22:29:27 2026       0:00.58 /System/Cryptexes/App/usr/libexec/AuthenticationServicesAgent
15501     1 Fri Sep 18 22:29:27 2026       0:00.09 /usr/libexec/keychainsharingmessagingd
19278     1 Fri Sep 18 23:41:19 2026       0:00.41 /usr/libexec/trustd
19279     1 Fri Sep 18 23:41:23 2026       0:00.23 /usr/libexec/proactiveeventtrackerd
19983     1 Sat Sep 19 00:23:34 2026       0:00.18 /usr/libexec/seserviced
21490     1 Sat Sep 19 02:18:00 2026       0:00.76 /System/Library/Frameworks/ManagedAppDistribution.framework/Support/managedappdistributionagent
21491     1 Sat Sep 19 02:19:01 2026       0:00.15 /System/Library/PrivateFrameworks/ManagedBackgroundAssets.framework/Versions/A/XPCServices/Managed Background Assets Helper Service.xpc/Contents/MacOS/Managed Background Assets Helper Service
26255     1 Sat Sep 19 03:11:19 2026       0:00.16 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/EAUpdaterService.xpc/Contents/MacOS/EAUpdaterService
26506     1 Sat Sep 19 18:15:37 2026       0:00.10 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesAirlockService.xpc/Contents/MacOS/MessagesAirlockService
27086     1 Sat Sep 19 03:17:20 2026       0:00.37 /usr/libexec/ciphermld
28310     1 Fri Sep 18 19:05:44 2026       0:00.07 /System/Library/PrivateFrameworks/IntelligenceTasksEngine.framework/Support/intelligencetasksd
29255     1 Sat Sep 19 05:17:49 2026       0:00.20 /System/Library/PrivateFrameworks/RemoteManagement.framework/RemoteManagementAgent
29256     1 Sat Sep 19 05:17:50 2026       0:00.08 /System/Library/PrivateFrameworks/SafariFoundation.framework/Versions/A/XPCServices/SafariConfigurationSubscriber.xpc/Contents/MacOS/SafariConfigurationSubscriber
29257     1 Sat Sep 19 05:17:50 2026       0:00.10 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SecuritySubscriber.xpc/Contents/MacOS/SecuritySubscriber
29258     1 Sat Sep 19 05:17:50 2026       0:00.10 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/InteractiveLegacyProfilesSubscriber.xpc/Contents/MacOS/InteractiveLegacyProfilesSubscriber
29259     1 Sat Sep 19 05:17:50 2026       0:00.13 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ScreenSharingSubscriber.xpc/Contents/MacOS/ScreenSharingSubscriber
29263     1 Sat Sep 19 05:17:50 2026       0:00.10 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/LegacyProfilesSubscriber.xpc/Contents/MacOS/LegacyProfilesSubscriber
29264     1 Sat Sep 19 05:17:50 2026       0:00.10 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/PasscodeSettingsSubscriber.xpc/Contents/MacOS/PasscodeSettingsSubscriber
29265     1 Sat Sep 19 05:17:51 2026       0:00.13 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/AccountSubscriber.xpc/Contents/MacOS/AccountSubscriber
29266     1 Sat Sep 19 05:17:51 2026       0:00.11 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedAppsSubscriber.xpc/Contents/MacOS/ManagedAppsSubscriber
29267     1 Sat Sep 19 05:17:51 2026       0:00.11 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/Contents/MacOS/ManagementTestSubscriber
29268     1 Sat Sep 19 05:17:51 2026       0:00.12 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ASConfigurationSubscriber.xpc/Contents/MacOS/ASConfigurationSubscriber
29269     1 Sat Sep 19 05:17:51 2026       0:00.12 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedSettingsSubscriber.xpc/Contents/MacOS/ManagedSettingsSubscriber
29526     1 Sat Sep 19 05:41:33 2026       0:00.03 /usr/libexec/griddatad
29527     1 Sat Sep 19 05:41:33 2026       0:00.03 /usr/libexec/tzd
29528     1 Sat Sep 19 05:41:33 2026       0:00.04 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectUpdateService.xpc/Contents/MacOS/XProtectUpdateService
29530     1 Sat Sep 19 05:41:34 2026       0:00.14 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
29531     1 Sat Sep 19 05:41:34 2026       0:00.04 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANEStorageMaintainer.xpc/Contents/MacOS/ANEStorageMaintainer
29535     1 Sat Sep 19 05:41:34 2026       0:00.03 /usr/libexec/sysdiagnosed
29536     1 Sat Sep 19 05:41:35 2026       0:03.61 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
29541     1 Sat Sep 19 05:41:39 2026       0:03.82 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
29549     1 Sat Sep 19 05:42:04 2026       0:00.06 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/media-indexer.xpc/Contents/MacOS/media-indexer
29550     1 Sat Sep 19 05:42:04 2026       0:01.89 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent
29551     1 Sat Sep 19 05:42:04 2026       0:00.07 /System/Library/PrivateFrameworks/PodcastServices.framework/XPCServices/PodcastContentService.xpc/Contents/MacOS/PodcastContentService
29552     1 Sat Sep 19 05:42:05 2026       0:00.96 /System/Library/PrivateFrameworks/BookKit.framework/Versions/A/XPCServices/com.apple.BKAgentService.xpc/Contents/MacOS/com.apple.BKAgentService
29554     1 Sat Sep 19 05:42:05 2026       0:00.07 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPArtworkAgent
29564     1 Sat Sep 19 05:42:19 2026       0:00.02 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANEStorageMaintainer.xpc/Contents/MacOS/ANEStorageMaintainer
29566     1 Sat Sep 19 05:42:19 2026       0:02.18 /usr/sbin/distnoted
29567     1 Sat Sep 19 05:42:20 2026       0:00.47 /usr/sbin/cfprefsd
29659     1 Sat Sep 19 05:45:49 2026       0:10.27 /System/Library/PrivateFrameworks/IntelligencePlatformCore.framework/Versions/A/knowledgeconstructiond
29664     1 Sat Sep 19 05:46:49 2026       0:00.13 /System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert
29775     1 Sat Sep 19 05:55:12 2026       0:00.10 /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbstated
30112     1 Fri Sep 18 19:11:11 2026       0:00.13 /System/Library/CoreServices/ControlCenter.app/Contents/PlugIns/DisplayControls.appex/Contents/MacOS/DisplayControls
32380     1 Fri Sep 18 19:21:35 2026       0:00.51 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/managedcorespotlightd
33754     1 Fri Sep 18 19:41:46 2026       0:00.29 /usr/libexec/dprivacyd
33762     1 Fri Sep 18 19:41:47 2026       0:00.06 /usr/libexec/backgroundassets.user
33915     1 Fri Sep 18 19:51:47 2026       0:00.12 /usr/libexec/naturallanguaged
34844     1 Sat Sep 19 07:59:19 2026       0:00.05 /System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent
34846     1 Sat Sep 19 07:59:21 2026       0:00.10 /usr/libexec/DataDetectorsSourceAccess
57166     1 Fri Sep 18 20:37:40 2026       0:00.09 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesAirlockService.xpc/Contents/MacOS/MessagesAirlockService
58845     1 Fri Sep 18 20:37:55 2026       0:00.12 /usr/libexec/dprivacyd
61959     1 Sat Sep 19 16:42:04 2026       0:00.24 /System/Library/PrivateFrameworks/Stickers.framework/Support/stickersd
73014     1 Fri Sep 18 20:40:34 2026       0:00.21 /System/Library/PrivateFrameworks/PrivateCloudCompute.framework/privatecloudcomputed.app/Contents/MacOS/privatecloudcomputed
75877     1 Fri Sep 18 20:41:40 2026       0:00.02 /System/Library/PrivateFrameworks/ToneLibrary.framework/Versions/A/XPCServices/com.apple.tonelibraryd.xpc/Contents/MacOS/com.apple.tonelibraryd
75929     1 Fri Sep 18 20:41:41 2026       0:00.05 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
75930     1 Fri Sep 18 20:41:41 2026       0:00.06 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
76551     1 Fri Sep 18 20:41:52 2026       0:56.61 /usr/libexec/trustd
76552     1 Fri Sep 18 20:41:52 2026       0:42.52 /usr/libexec/trustd
76586     1 Fri Sep 18 20:41:52 2026       0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
78453     1 Sun Sep 20 00:06:02 2026       0:00.68 /usr/libexec/remindd
78479     1 Sat Sep 19 22:20:36 2026       0:00.15 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
78741     1 Sun Sep 20 00:18:49 2026       0:00.35 /System/iOSSupport/System/Library/PrivateFrameworks/HomeEnergyDaemon.framework/Support/homeenergyd
79018     1 Sun Sep 20 00:40:01 2026       0:00.35 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/Resources/Python.app/Contents/MacOS/Python
79029 79018 Sun Sep 20 00:40:01 2026       0:00.12 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/Resources/Python.app/Contents/MacOS/Python
79120     1 Sun Sep 20 00:49:49 2026       0:00.09 /usr/libexec/biomesyncd
79121 79029 Sun Sep 20 00:50:02 2026       0:00.16 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/Resources/Python.app/Contents/MacOS/Python
79122 79029 Sun Sep 20 00:50:02 2026       0:00.17 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/Resources/Python.app/Contents/MacOS/Python
79133 79122 Sun Sep 20 00:50:02 2026       0:00.01 sudo
79136 79133 Sun Sep 20 00:50:02 2026       0:00.69 /usr/bin/powermetrics
79139 79121 Sun Sep 20 00:50:02 2026       0:00.10 /usr/bin/top
79141 79122 Sun Sep 20 00:50:03 2026       0:00.01 /bin/ps
81396     1 Fri Sep 18 21:02:02 2026       0:00.33 /usr/libexec/trustd
85692     1 Fri Sep 18 21:03:01 2026       0:00.03 /usr/libexec/microstackshot
91030     1 Sat Sep 19 11:44:58 2026       0:59.59 /usr/libexec/PerfPowerServices
97645     1 Sat Sep 19 20:40:45 2026       0:00.41 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
97646     1 Sat Sep 19 20:40:45 2026       0:00.07 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
  778   642 Fri Sep 18 17:41:22 2026       0:00.01 login
  789   778 Fri Sep 18 17:41:22 2026       0:00.03 -zsh
